old,url,name,awsurl
|  bowie_state_university-05.jpg                           |,https://sandbox.markofthelam.com/titleIX/bowie_state_university-05.jpg,BOWIE STATE UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/bowie_state_university-05.jpg
|  bowling_green_state_university-main_campus-01.jpg       |,https://sandbox.markofthelam.com/titleIX/bowling_green_state_university-main_campus-01.jpg,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,https://title-ix.s3.us-east-2.amazonaws.com/bowling_green_state_university-main_campus-01.jpg
|  bowling_green_state_university-main_campus-02.jpg       |,https://sandbox.markofthelam.com/titleIX/bowling_green_state_university-main_campus-02.jpg,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,https://title-ix.s3.us-east-2.amazonaws.com/bowling_green_state_university-main_campus-02.jpg
|  bowling_green_state_university-main_campus-03.jpg       |,https://sandbox.markofthelam.com/titleIX/bowling_green_state_university-main_campus-03.jpg,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,https://title-ix.s3.us-east-2.amazonaws.com/bowling_green_state_university-main_campus-03.jpg
|  bowling_green_state_university-main_campus-04.jpg       |,https://sandbox.markofthelam.com/titleIX/bowling_green_state_university-main_campus-04.jpg,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,https://title-ix.s3.us-east-2.amazonaws.com/bowling_green_state_university-main_campus-04.jpg
|  bowling_green_state_university-main_campus-05.jpg       |,https://sandbox.markofthelam.com/titleIX/bowling_green_state_university-main_campus-05.jpg,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,https://title-ix.s3.us-east-2.amazonaws.com/bowling_green_state_university-main_campus-05.jpg
|  brandeis_university-01.jpg                              |,https://sandbox.markofthelam.com/titleIX/brandeis_university-01.jpg,BRANDEIS UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brandeis_university-01.jpg
|  brandeis_university-02.jpg                              |,https://sandbox.markofthelam.com/titleIX/brandeis_university-02.jpg,BRANDEIS UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brandeis_university-02.jpg
|  brandeis_university-03.jpg                              |,https://sandbox.markofthelam.com/titleIX/brandeis_university-03.jpg,BRANDEIS UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brandeis_university-03.jpg
|  brandeis_university-04.jpg                              |,https://sandbox.markofthelam.com/titleIX/brandeis_university-04.jpg,BRANDEIS UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brandeis_university-04.jpg
|  brandeis_university-05.jpg                              |,https://sandbox.markofthelam.com/titleIX/brandeis_university-05.jpg,BRANDEIS UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brandeis_university-05.jpg
|  brown_university-01.jpg                                 |,https://sandbox.markofthelam.com/titleIX/brown_university-01.jpg,BROWN UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brown_university-01.jpg
|  brown_university-02.jpg                                 |,https://sandbox.markofthelam.com/titleIX/brown_university-02.jpg,BROWN UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brown_university-02.jpg
|  brown_university-03.jpg                                 |,https://sandbox.markofthelam.com/titleIX/brown_university-03.jpg,BROWN UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brown_university-03.jpg
|  brown_university-04.jpg                                 |,https://sandbox.markofthelam.com/titleIX/brown_university-04.jpg,BROWN UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brown_university-04.jpg
|  brown_university-05.jpg                                 |,https://sandbox.markofthelam.com/titleIX/brown_university-05.jpg,BROWN UNIVERSITY,https://title-ix.s3.us-east-2.amazonaws.com/brown_university-05.jpg
|  california_state_university-san_marcos-01.jpg           |,https://sandbox.markofthelam.com/titleIX/california_state_university-san_marcos-01.jpg,CALIFORNIA STATE UNIVERSITY-SAN MARCOS,https://title-ix.s3.us-east-2.amazonaws.com/california_state_university-san_marcos-01.jpg
|  california_state_university-san_marcos-02.jpg           |,https://sandbox.markofthelam.com/titleIX/california_state_university-san_marcos-02.jpg,CALIFORNIA STATE UNIVERSITY-SAN MARCOS,https://title-ix.s3.us-east-2.amazonaws.com/california_state_university-san_marcos-02.jpg
|  california_state_university-san_marcos-03.jpg           |,https://sandbox.markofthelam.com/titleIX/california_state_university-san_marcos-03.jpg,CALIFORNIA STATE UNIVERSITY-SAN MARCOS,https://title-ix.s3.us-east-2.amazonaws.com/california_state_university-san_marcos-03.jpg
|  california_state_university-san_marcos-04.jpg           |,https://sandbox.markofthelam.com/titleIX/california_state_university-san_marcos-04.jpg,CALIFORNIA STATE UNIVERSITY-SAN MARCOS,https://title-ix.s3.us-east-2.amazonaws.com/california_state_university-san_marcos-04.jpg
|  california_state_university_-_maritime_academy-01.jpg   |,https://sandbox.markofthelam.com/titleIX/california_state_university_-_maritime_academy-01.jpg,CALIFORNIA STATE UNIVERSITY - MARITIME ACADEMY,https://title-ix.s3.us-east-2.amazonaws.com/california_state_university_-_maritime_academy-01.jpg
|  california_state_university_-_maritime_academy-02.jpg   |,https://sandbox.markofthelam.com/titleIX/california_state_university_-_maritime_academy-02.jpg,CALIFORNIA STATE UNIVERSITY - MARITIME ACADEMY,https://title-ix.s3.us-east-2.amazonaws.com/california_state_university_-_maritime_academy-02.jpg
